chapter#,verse#,verse,chapter,cluster
23,49,ولقد ءاتينا موسى الكتٰب لعلهم يهتدون,سورة المؤمنون,0
23,50,وجعلنا ابن مريم وامه ءاية وءاوينٰهما الىٰ ربوة ذات قرار ومعين,سورة المؤمنون,0
23,51,يٰايها الرسل كلوا من الطيبٰت واعملوا صٰلحا اني بما تعملون عليم,سورة المؤمنون,12
23,52,وان هٰذه امتكم امة وٰحدة وانا ربكم فاتقون,سورة المؤمنون,39
23,53,فتقطعوا امرهم بينهم زبرا كل حزب بما لديهم فرحون,سورة المؤمنون,27
23,54,فذرهم في غمرتهم حتىٰ حين,سورة المؤمنون,18
23,55,ايحسبون انما نمدهم به من مال وبنين,سورة المؤمنون,41
23,56,نسارع لهم في الخيرٰت بل لا يشعرون,سورة المؤمنون,43
23,57,ان الذين هم من خشية ربهم مشفقون,سورة المؤمنون,9
23,58,والذين هم بايٰت ربهم يؤمنون,سورة المؤمنون,28
23,59,والذين هم بربهم لا يشركون,سورة المؤمنون,9
23,60,والذين يؤتون ما ءاتوا وقلوبهم وجلة انهم الىٰ ربهم رٰجعون,سورة المؤمنون,25
23,61,اولٰئك يسٰرعون في الخيرٰت وهم لها سٰبقون,سورة المؤمنون,63
23,62,ولا نكلف نفسا الا وسعها ولدينا كتٰب ينطق بالحق وهم لا يظلمون,سورة المؤمنون,44
23,63,بل قلوبهم في غمرة من هٰذا ولهم اعمٰل من دون ذٰلك هم لها عٰملون,سورة المؤمنون,9
23,64,حتىٰ اذا اخذنا مترفيهم بالعذاب اذا هم يجرون,سورة المؤمنون,11
23,65,لا تجروا اليوم انكم منا لا تنصرون,سورة المؤمنون,43
23,66,قد كانت ءايٰتي تتلىٰ عليكم فكنتم علىٰ اعقٰبكم تنكصون,سورة المؤمنون,0
23,67,مستكبرين به سٰمرا تهجرون,سورة المؤمنون,41
23,68,افلم يدبروا القول ام جاءهم ما لم يات ءاباءهم الاولين,سورة المؤمنون,60
23,69,ام لم يعرفوا رسولهم فهم له منكرون,سورة المؤمنون,60
23,70,ام يقولون به جنة بل جاءهم بالحق واكثرهم للحق كٰرهون,سورة المؤمنون,60
23,71,ولو اتبع الحق اهواءهم لفسدت السمٰوٰت والارض ومن فيهن بل اتينٰهم بذكرهم فهم عن ذكرهم معرضون,سورة المؤمنون,9
23,72,ام تسلهم خرجا فخراج ربك خير وهو خير الرٰزقين,سورة المؤمنون,60
23,73,وانك لتدعوهم الىٰ صرٰط مستقيم,سورة المؤمنون,0
23,74,وان الذين لا يؤمنون بالاخرة عن الصرٰط لنٰكبون,سورة المؤمنون,43
23,75,ولو رحمنٰهم وكشفنا ما بهم من ضر للجوا في طغيٰنهم يعمهون,سورة المؤمنون,18
23,76,ولقد اخذنٰهم بالعذاب فما استكانوا لربهم وما يتضرعون,سورة المؤمنون,29
23,77,حتىٰ اذا فتحنا عليهم بابا ذا عذاب شديد اذا هم فيه مبلسون,سورة المؤمنون,11
23,78,وهو الذي انشا لكم السمع والابصٰر والافدة قليلا ما تشكرون,سورة المؤمنون,15
23,79,وهو الذي ذراكم في الارض واليه تحشرون,سورة المؤمنون,49
23,80,وهو الذي يحي ويميت وله اختلٰف اليل والنهار افلا تعقلون,سورة المؤمنون,49
23,81,بل قالوا مثل ما قال الاولون,سورة المؤمنون,26
23,82,قالوا اءذا متنا وكنا ترابا وعظٰما اءنا لمبعوثون,سورة المؤمنون,0
23,83,لقد وعدنا نحن وءاباؤنا هٰذا من قبل ان هٰذا الا اسٰطير الاولين,سورة المؤمنون,20
23,84,قل لمن الارض ومن فيها ان كنتم تعلمون,سورة المؤمنون,38
23,85,سيقولون لله قل افلا تذكرون,سورة المؤمنون,50
23,86,قل من رب السمٰوٰت السبع ورب العرش العظيم,سورة المؤمنون,66
23,87,سيقولون لله قل افلا تتقون,سورة المؤمنون,50
23,88,قل من بيده ملكوت كل شيء وهو يجير ولا يجار عليه ان كنتم تعلمون,سورة المؤمنون,49
23,89,سيقولون لله قل فانىٰ تسحرون,سورة المؤمنون,0
23,90,بل اتينٰهم بالحق وانهم لكٰذبون,سورة المؤمنون,9
23,91,ما اتخذ الله من ولد وما كان معه من الٰه اذا لذهب كل الٰه بما خلق ولعلا بعضهم علىٰ بعض سبحٰن الله عما يصفون,سورة المؤمنون,67
23,92,عٰلم الغيب والشهٰدة فتعٰلىٰ عما يشركون,سورة المؤمنون,47
23,93,قل رب اما تريني ما يوعدون,سورة المؤمنون,0
23,94,رب فلا تجعلني في القوم الظٰلمين,سورة المؤمنون,16
23,95,وانا علىٰ ان نريك ما نعدهم لقٰدرون,سورة المؤمنون,53
23,96,ادفع بالتي هي احسن السيئة نحن اعلم بما يصفون,سورة المؤمنون,27
23,97,وقل رب اعوذ بك من همزٰت الشيٰطين,سورة المؤمنون,59
23,98,واعوذ بك رب ان يحضرون,سورة المؤمنون,0
23,99,حتىٰ اذا جاء احدهم الموت قال رب ارجعون,سورة المؤمنون,11
23,100,لعلي اعمل صٰلحا فيما تركت كلا انها كلمة هو قائلها ومن ورائهم برزخ الىٰ يوم يبعثون,سورة المؤمنون,22
23,101,فاذا نفخ في الصور فلا انساب بينهم يومئذ ولا يتساءلون,سورة المؤمنون,48
23,102,فمن ثقلت موٰزينه فاولٰئك هم المفلحون,سورة المؤمنون,32
23,103,ومن خفت موٰزينه فاولٰئك الذين خسروا انفسهم في جهنم خٰلدون,سورة المؤمنون,32
23,104,تلفح وجوههم النار وهم فيها كٰلحون,سورة المؤمنون,38
23,105,الم تكن ءايٰتي تتلىٰ عليكم فكنتم بها تكذبون,سورة المؤمنون,55
23,106,قالوا ربنا غلبت علينا شقوتنا وكنا قوما ضالين,سورة المؤمنون,0
23,107,ربنا اخرجنا منها فان عدنا فانا ظٰلمون,سورة المؤمنون,64
23,108,قال اخسوا فيها ولا تكلمون,سورة المؤمنون,38
23,109,انه كان فريق من عبادي يقولون ربنا ءامنا فاغفر لنا وارحمنا وانت خير الرٰحمين,سورة المؤمنون,36
23,110,فاتخذتموهم سخريا حتىٰ انسوكم ذكري وكنتم منهم تضحكون,سورة المؤمنون,18
23,111,اني جزيتهم اليوم بما صبروا انهم هم الفائزون,سورة المؤمنون,25
23,112,قٰل كم لبثتم في الارض عدد سنين,سورة المؤمنون,45
23,113,قالوا لبثنا يوما او بعض يوم فسل العادين,سورة المؤمنون,30
23,114,قٰل ان لبثتم الا قليلا لو انكم كنتم تعلمون,سورة المؤمنون,31
23,115,افحسبتم انما خلقنٰكم عبثا وانكم الينا لا ترجعون,سورة المؤمنون,45
23,116,فتعٰلى الله الملك الحق لا الٰه الا هو رب العرش الكريم,سورة المؤمنون,31
23,117,ومن يدع مع الله الٰها ءاخر لا برهٰن له به فانما حسابه عند ربه انه لا يفلح الكٰفرون,سورة المؤمنون,23
23,118,وقل رب اغفر وارحم وانت خير الرٰحمين,سورة المؤمنون,0
24,0,سورة النور,سورة النور,6
24,0,بسم الله الرحمٰن الرحيم,سورة النور,10
24,1,سورة انزلنٰها وفرضنٰها وانزلنا فيها ءايٰت بينٰت لعلكم تذكرون,سورة النور,23
24,2,الزانية والزاني فاجلدوا كل وٰحد منهما مائة جلدة ولا تاخذكم بهما رافة في دين الله ان كنتم تؤمنون بالله واليوم الاخر وليشهد عذابهما طائفة من المؤمنين,سورة النور,17
24,3,الزاني لا ينكح الا زانية او مشركة والزانية لا ينكحها الا زان او مشرك وحرم ذٰلك على المؤمنين,سورة النور,30
24,4,والذين يرمون المحصنٰت ثم لم ياتوا باربعة شهداء فاجلدوهم ثمٰنين جلدة ولا تقبلوا لهم شهٰدة ابدا واولٰئك هم الفٰسقون,سورة النور,69
24,5,الا الذين تابوا من بعد ذٰلك واصلحوا فان الله غفور رحيم,سورة النور,3
24,6,والذين يرمون ازوٰجهم ولم يكن لهم شهداء الا انفسهم فشهٰدة احدهم اربع شهٰدٰت بالله انه لمن الصٰدقين,سورة النور,36
24,7,والخٰمسة ان لعنت الله عليه ان كان من الكٰذبين,سورة النور,68
24,8,ويدرؤا عنها العذاب ان تشهد اربع شهٰدٰت بالله انه لمن الكٰذبين,سورة النور,36
24,9,والخٰمسة ان غضب الله عليها ان كان من الصٰدقين,سورة النور,68
24,10,ولولا فضل الله عليكم ورحمته وان الله تواب حكيم,سورة النور,3
24,11,ان الذين جاءو بالافك عصبة منكم لا تحسبوه شرا لكم بل هو خير لكم لكل امري منهم ما اكتسب من الاثم والذي تولىٰ كبره منهم له عذاب عظيم,سورة النور,17
24,12,لولا اذ سمعتموه ظن المؤمنون والمؤمنٰت بانفسهم خيرا وقالوا هٰذا افك مبين,سورة النور,20
24,13,لولا جاءو عليه باربعة شهداء فاذ لم ياتوا بالشهداء فاولٰئك عند الله هم الكٰذبون,سورة النور,32
24,14,ولولا فضل الله عليكم ورحمته في الدنيا والاخرة لمسكم في ما افضتم فيه عذاب عظيم,سورة النور,8
24,15,اذ تلقونه بالسنتكم وتقولون بافواهكم ما ليس لكم به علم وتحسبونه هينا وهو عند الله عظيم,سورة النور,15
24,16,ولولا اذ سمعتموه قلتم ما يكون لنا ان نتكلم بهٰذا سبحٰنك هٰذا بهتٰن عظيم,سورة النور,20
24,17,يعظكم الله ان تعودوا لمثله ابدا ان كنتم مؤمنين,سورة النور,1
24,18,ويبين الله لكم الايٰت والله عليم حكيم,سورة النور,5
24,19,ان الذين يحبون ان تشيع الفٰحشة في الذين ءامنوا لهم عذاب اليم في الدنيا والاخرة والله يعلم وانتم لا تعلمون,سورة النور,43
24,20,ولولا فضل الله عليكم ورحمته وان الله رءوف رحيم,سورة النور,3
24,21,يٰايها الذين ءامنوا لا تتبعوا خطوٰت الشيطٰن ومن يتبع خطوٰت الشيطٰن فانه يامر بالفحشاء والمنكر ولولا فضل الله عليكم ورحمته ما زكىٰ منكم من احد ابدا ولٰكن الله يزكي من يشاء والله سميع عليم,سورة النور,62
24,22,ولا ياتل اولوا الفضل منكم والسعة ان يؤتوا اولي القربىٰ والمسٰكين والمهٰجرين في سبيل الله وليعفوا وليصفحوا الا تحبون ان يغفر الله لكم والله غفور رحيم,سورة النور,17
24,23,ان الذين يرمون المحصنٰت الغٰفلٰت المؤمنٰت لعنوا في الدنيا والاخرة ولهم عذاب عظيم,سورة النور,43
24,24,يوم تشهد عليهم السنتهم وايديهم وارجلهم بما كانوا يعملون,سورة النور,27
24,25,يومئذ يوفيهم الله دينهم الحق ويعلمون ان الله هو الحق المبين,سورة النور,3
24,26,الخبيثٰت للخبيثين والخبيثون للخبيثٰت والطيبٰت للطيبين والطيبون للطيبٰت اولٰئك مبرءون مما يقولون لهم مغفرة ورزق كريم,سورة النور,63
24,27,يٰايها الذين ءامنوا لا تدخلوا بيوتا غير بيوتكم حتىٰ تستانسوا وتسلموا علىٰ اهلها ذٰلكم خير لكم لعلكم تذكرون,سورة النور,62
24,28,فان لم تجدوا فيها احدا فلا تدخلوها حتىٰ يؤذن لكم وان قيل لكم ارجعوا فارجعوا هو ازكىٰ لكم والله بما تعملون عليم,سورة النور,14
24,29,ليس عليكم جناح ان تدخلوا بيوتا غير مسكونة فيها متٰع لكم والله يعلم ما تبدون وما تكتمون,سورة النور,29
24,30,قل للمؤمنين يغضوا من ابصٰرهم ويحفظوا فروجهم ذٰلك ازكىٰ لهم ان الله خبير بما يصنعون,سورة النور,21
24,31,وقل للمؤمنٰت يغضضن من ابصٰرهن ويحفظن فروجهن ولا يبدين زينتهن الا ما ظهر منها وليضربن بخمرهن علىٰ جيوبهن ولا يبدين زينتهن الا لبعولتهن او ءابائهن او ءاباء بعولتهن او ابنائهن او ابناء بعولتهن او اخوٰنهن او بني اخوٰنهن او بني اخوٰتهن او نسائهن او ما ملكت ايمٰنهن او التٰبعين غير اولي الاربة من الرجال او الطفل الذين لم يظهروا علىٰ عورٰت النساء ولا يضربن بارجلهن ليعلم ما يخفين من زينتهن وتوبوا الى الله جميعا ايه المؤمنون لعلكم تفلحون,سورة النور,30
24,32,وانكحوا الايٰمىٰ منكم والصٰلحين من عبادكم وامائكم ان يكونوا فقراء يغنهم الله من فضله والله وٰسع عليم,سورة النور,59
24,33,وليستعفف الذين لا يجدون نكاحا حتىٰ يغنيهم الله من فضله والذين يبتغون الكتٰب مما ملكت ايمٰنكم فكاتبوهم ان علمتم فيهم خيرا وءاتوهم من مال الله الذي ءاتىٰكم ولا تكرهوا فتيٰتكم على البغاء ان اردن تحصنا لتبتغوا عرض الحيوٰة الدنيا ومن يكرههن فان الله من بعد اكرٰههن غفور رحيم,سورة النور,3
24,34,ولقد انزلنا اليكم ءايٰت مبينٰت ومثلا من الذين خلوا من قبلكم وموعظة للمتقين,سورة النور,59
24,35,الله نور السمٰوٰت والارض مثل نوره كمشكوٰة فيها مصباح المصباح في زجاجة الزجاجة كانها كوكب دري يوقد من شجرة مبٰركة زيتونة لا شرقية ولا غربية يكاد زيتها يضيء ولو لم تمسسه نار نور علىٰ نور يهدي الله لنوره من يشاء ويضرب الله الامثٰل للناس والله بكل شيء عليم,سورة النور,3
24,36,في بيوت اذن الله ان ترفع ويذكر فيها اسمه يسبح له فيها بالغدو والاصال,سورة النور,38
24,37,رجال لا تلهيهم تجٰرة ولا بيع عن ذكر الله واقام الصلوٰة وايتاء الزكوٰة يخافون يوما تتقلب فيه القلوب والابصٰر,سورة النور,48
24,38,ليجزيهم الله احسن ما عملوا ويزيدهم من فضله والله يرزق من يشاء بغير حساب,سورة النور,59
24,39,والذين كفروا اعمٰلهم كسراب بقيعة يحسبه الظمان ماء حتىٰ اذا جاءه لم يجده شيا ووجد الله عنده فوفىٰه حسابه والله سريع الحساب,سورة النور,11
24,40,او كظلمٰت في بحر لجي يغشىٰه موج من فوقه موج من فوقه سحاب ظلمٰت بعضها فوق بعض اذا اخرج يده لم يكد يرىٰها ومن لم يجعل الله له نورا فما له من نور,سورة النور,59
24,41,الم تر ان الله يسبح له من في السمٰوٰت والارض والطير صٰفٰت كل قد علم صلاته وتسبيحه والله عليم بما يفعلون,سورة النور,66
24,42,ولله ملك السمٰوٰت والارض والى الله المصير,سورة النور,66
24,43,الم تر ان الله يزجي سحابا ثم يؤلف بينه ثم يجعله ركاما فترى الودق يخرج من خلٰله وينزل من السماء من جبال فيها من برد فيصيب به من يشاء ويصرفه عن من يشاء يكاد سنا برقه يذهب بالابصٰر,سورة النور,59
24,44,يقلب الله اليل والنهار ان في ذٰلك لعبرة لاولي الابصٰر,سورة النور,21
24,45,والله خلق كل دابة من ماء فمنهم من يمشي علىٰ بطنه ومنهم من يمشي علىٰ رجلين ومنهم من يمشي علىٰ اربع يخلق الله ما يشاء ان الله علىٰ كل شيء قدير,سورة النور,53
24,46,لقد انزلنا ءايٰت مبينٰت والله يهدي من يشاء الىٰ صرٰط مستقيم,سورة النور,59
24,47,ويقولون ءامنا بالله وبالرسول واطعنا ثم يتولىٰ فريق منهم من بعد ذٰلك وما اولٰئك بالمؤمنين,سورة النور,63
24,48,واذا دعوا الى الله ورسوله ليحكم بينهم اذا فريق منهم معرضون,سورة النور,11
24,49,وان يكن لهم الحق ياتوا اليه مذعنين,سورة النور,0
24,50,افي قلوبهم مرض ام ارتابوا ام يخافون ان يحيف الله عليهم ورسوله بل اولٰئك هم الظٰلمون,سورة النور,60
24,51,انما كان قول المؤمنين اذا دعوا الى الله ورسوله ليحكم بينهم ان يقولوا سمعنا واطعنا واولٰئك هم المفلحون,سورة النور,63
24,52,ومن يطع الله ورسوله ويخش الله ويتقه فاولٰئك هم الفائزون,سورة النور,32
24,53,واقسموا بالله جهد ايمٰنهم لئن امرتهم ليخرجن قل لا تقسموا طاعة معروفة ان الله خبير بما تعملون,سورة النور,43
24,54,قل اطيعوا الله واطيعوا الرسول فان تولوا فانما عليه ما حمل وعليكم ما حملتم وان تطيعوه تهتدوا وما على الرسول الا البلٰغ المبين,سورة النور,3
24,55,وعد الله الذين ءامنوا منكم وعملوا الصٰلحٰت ليستخلفنهم في الارض كما استخلف الذين من قبلهم وليمكنن لهم دينهم الذي ارتضىٰ لهم وليبدلنهم من بعد خوفهم امنا يعبدونني لا يشركون بي شيا ومن كفر بعد ذٰلك فاولٰئك هم الفٰسقون,سورة النور,2
24,56,واقيموا الصلوٰة وءاتوا الزكوٰة واطيعوا الرسول لعلكم ترحمون,سورة النور,48
24,57,لا تحسبن الذين كفروا معجزين في الارض وماوىٰهم النار ولبئس المصير,سورة النور,45
24,58,يٰايها الذين ءامنوا ليستذنكم الذين ملكت ايمٰنكم والذين لم يبلغوا الحلم منكم ثلٰث مرٰت من قبل صلوٰة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلوٰة العشاء ثلٰث عورٰت لكم ليس عليكم ولا عليهم جناح بعدهن طوٰفون عليكم بعضكم علىٰ بعض كذٰلك يبين الله لكم الايٰت والله عليم حكيم,سورة النور,62
24,59,واذا بلغ الاطفٰل منكم الحلم فليستذنوا كما استذن الذين من قبلهم كذٰلك يبين الله لكم ءايٰته والله عليم حكيم,سورة النور,54
24,60,والقوٰعد من النساء الٰتي لا يرجون نكاحا فليس عليهن جناح ان يضعن ثيابهن غير متبرجٰت بزينة وان يستعففن خير لهن والله سميع عليم,سورة النور,17
24,61,ليس على الاعمىٰ حرج ولا على الاعرج حرج ولا على المريض حرج ولا علىٰ انفسكم ان تاكلوا من بيوتكم او بيوت ءابائكم او بيوت امهٰتكم او بيوت اخوٰنكم او بيوت اخوٰتكم او بيوت اعمٰمكم او بيوت عمٰتكم او بيوت اخوٰلكم او بيوت خٰلٰتكم او ما ملكتم مفاتحه او صديقكم ليس عليكم جناح ان تاكلوا جميعا او اشتاتا فاذا دخلتم بيوتا فسلموا علىٰ انفسكم تحية من عند الله مبٰركة طيبة كذٰلك يبين الله لكم الايٰت لعلكم تعقلون,سورة النور,30
24,62,انما المؤمنون الذين ءامنوا بالله ورسوله واذا كانوا معه علىٰ امر جامع لم يذهبوا حتىٰ يستذنوه ان الذين يستذنونك اولٰئك الذين يؤمنون بالله ورسوله فاذا استذنوك لبعض شانهم فاذن لمن شئت منهم واستغفر لهم الله ان الله غفور رحيم,سورة النور,62
24,63,لا تجعلوا دعاء الرسول بينكم كدعاء بعضكم بعضا قد يعلم الله الذين يتسللون منكم لواذا فليحذر الذين يخالفون عن امره ان تصيبهم فتنة او يصيبهم عذاب اليم,سورة النور,43
24,64,الا ان لله ما في السمٰوٰت والارض قد يعلم ما انتم عليه ويوم يرجعون اليه فينبئهم بما عملوا والله بكل شيء عليم,سورة النور,66
25,0,سورة الفرقان,سورة الفرقان,6
25,0,بسم الله الرحمٰن الرحيم,سورة الفرقان,10
25,1,تبارك الذي نزل الفرقان علىٰ عبده ليكون للعٰلمين نذيرا,سورة الفرقان,0
25,2,الذي له ملك السمٰوٰت والارض ولم يتخذ ولدا ولم يكن له شريك في الملك وخلق كل شيء فقدره تقديرا,سورة الفرقان,66
25,3,واتخذوا من دونه ءالهة لا يخلقون شيا وهم يخلقون ولا يملكون لانفسهم ضرا ولا نفعا ولا يملكون موتا ولا حيوٰة ولا نشورا,سورة الفرقان,44
25,4,وقال الذين كفروا ان هٰذا الا افك افترىٰه واعانه عليه قوم ءاخرون فقد جاءو ظلما وزورا,سورة الفرقان,20
25,5,وقالوا اسٰطير الاولين اكتتبها فهي تملىٰ عليه بكرة واصيلا,سورة الفرقان,0
25,6,قل انزله الذي يعلم السر في السمٰوٰت والارض انه كان غفورا رحيما,سورة الفرقان,66
25,7,وقالوا مال هٰذا الرسول ياكل الطعام ويمشي في الاسواق لولا انزل اليه ملك فيكون معه نذيرا,سورة الفرقان,20
25,8,او يلقىٰ اليه كنز او تكون له جنة ياكل منها وقال الظٰلمون ان تتبعون الا رجلا مسحورا,سورة الفرقان,30
25,9,انظر كيف ضربوا لك الامثٰل فضلوا فلا يستطيعون سبيلا,سورة الفرقان,14
25,10,تبارك الذي ان شاء جعل لك خيرا من ذٰلك جنٰت تجري من تحتها الانهٰر ويجعل لك قصورا,سورة الفرقان,13
25,11,بل كذبوا بالساعة واعتدنا لمن كذب بالساعة سعيرا,سورة الفرقان,19
25,12,اذا راتهم من مكان بعيد سمعوا لها تغيظا وزفيرا,سورة الفرقان,39
25,13,واذا القوا منها مكانا ضيقا مقرنين دعوا هنالك ثبورا,سورة الفرقان,64
25,14,لا تدعوا اليوم ثبورا وٰحدا وادعوا ثبورا كثيرا,سورة الفرقان,0
25,15,قل اذٰلك خير ام جنة الخلد التي وعد المتقون كانت لهم جزاء ومصيرا,سورة الفرقان,60
25,16,لهم فيها ما يشاءون خٰلدين كان علىٰ ربك وعدا مسولا,سورة الفرقان,38
25,17,ويوم يحشرهم وما يعبدون من دون الله فيقول ءانتم اضللتم عبادي هٰؤلاء ام هم ضلوا السبيل,سورة الفرقان,60
25,18,قالوا سبحٰنك ما كان ينبغي لنا ان نتخذ من دونك من اولياء ولٰكن متعتهم وءاباءهم حتىٰ نسوا الذكر وكانوا قوما بورا,سورة الفرقان,46
25,19,فقد كذبوكم بما تقولون فما تستطيعون صرفا ولا نصرا ومن يظلم منكم نذقه عذابا كبيرا,سورة الفرقان,44
25,20,وما ارسلنا قبلك من المرسلين الا انهم لياكلون الطعام ويمشون في الاسواق وجعلنا بعضكم لبعض فتنة اتصبرون وكان ربك بصيرا,سورة الفرقان,25
25,21,وقال الذين لا يرجون لقاءنا لولا انزل علينا الملٰئكة او نرىٰ ربنا لقد استكبروا في انفسهم وعتو عتوا كبيرا,سورة الفرقان,43
25,22,يوم يرون الملٰئكة لا بشرىٰ يومئذ للمجرمين ويقولون حجرا محجورا,سورة الفرقان,56
25,23,وقدمنا الىٰ ما عملوا من عمل فجعلنٰه هباء منثورا,سورة الفرقان,59
25,24,اصحٰب الجنة يومئذ خير مستقرا واحسن مقيلا,سورة الفرقان,52
25,25,ويوم تشقق السماء بالغمٰم ونزل الملٰئكة تنزيلا,سورة الفرقان,0
25,26,الملك يومئذ الحق للرحمٰن وكان يوما على الكٰفرين عسيرا,سورة الفرقان,7
25,27,ويوم يعض الظالم علىٰ يديه يقول يٰليتني اتخذت مع الرسول سبيلا,سورة الفرقان,0
25,28,يٰويلتىٰ ليتني لم اتخذ فلانا خليلا,سورة الفرقان,0
25,29,لقد اضلني عن الذكر بعد اذ جاءني وكان الشيطٰن للانسٰن خذولا,سورة الفرقان,0
25,30,وقال الرسول يٰرب ان قومي اتخذوا هٰذا القرءان مهجورا,سورة الفرقان,20
25,31,وكذٰلك جعلنا لكل نبي عدوا من المجرمين وكفىٰ بربك هاديا ونصيرا,سورة الفرقان,21
25,32,وقال الذين كفروا لولا نزل عليه القرءان جملة وٰحدة كذٰلك لنثبت به فؤادك ورتلنٰه ترتيلا,سورة الفرقان,41
25,33,ولا ياتونك بمثل الا جئنٰك بالحق واحسن تفسيرا,سورة الفرقان,44
25,34,الذين يحشرون علىٰ وجوههم الىٰ جهنم اولٰئك شر مكانا واضل سبيلا,سورة الفرقان,63
25,35,ولقد ءاتينا موسى الكتٰب وجعلنا معه اخاه هٰرون وزيرا,سورة الفرقان,0
25,36,فقلنا اذهبا الى القوم الذين كذبوا بايٰتنا فدمرنٰهم تدميرا,سورة الفرقان,28
25,37,وقوم نوح لما كذبوا الرسل اغرقنٰهم وجعلنٰهم للناس ءاية واعتدنا للظٰلمين عذابا اليما,سورة الفرقان,9
25,38,وعادا وثمودا واصحٰب الرس وقرونا بين ذٰلك كثيرا,سورة الفرقان,21
25,39,وكلا ضربنا له الامثٰل وكلا تبرنا تتبيرا,سورة الفرقان,0
25,40,ولقد اتوا على القرية التي امطرت مطر السوء افلم يكونوا يرونها بل كانوا لا يرجون نشورا,سورة الفرقان,9
25,41,واذا راوك ان يتخذونك الا هزوا اهٰذا الذي بعث الله رسولا,سورة الفرقان,54
25,42,ان كاد ليضلنا عن ءالهتنا لولا ان صبرنا عليها وسوف يعلمون حين يرون العذاب من اضل سبيلا,سورة الفرقان,19
25,43,ارءيت من اتخذ الٰهه هوىٰه افانت تكون عليه وكيلا,سورة الفرقان,59
25,44,ام تحسب ان اكثرهم يسمعون او يعقلون ان هم الا كالانعٰم بل هم اضل سبيلا,سورة الفرقان,9
25,45,الم تر الىٰ ربك كيف مد الظل ولو شاء لجعله ساكنا ثم جعلنا الشمس عليه دليلا,سورة الفرقان,55
25,46,ثم قبضنٰه الينا قبضا يسيرا,سورة الفرقان,69
25,47,وهو الذي جعل لكم اليل لباسا والنوم سباتا وجعل النهار نشورا,سورة الفرقان,49
25,48,وهو الذي ارسل الريٰح بشرا بين يدي رحمته وانزلنا من السماء ماء طهورا,سورة الفرقان,49
25,49,لنحي به بلدة ميتا ونسقيه مما خلقنا انعٰما واناسي كثيرا,سورة الفرقان,41
25,50,ولقد صرفنٰه بينهم ليذكروا فابىٰ اكثر الناس الا كفورا,سورة الفرقان,31
25,51,ولو شئنا لبعثنا في كل قرية نذيرا,سورة الفرقان,18
25,52,فلا تطع الكٰفرين وجٰهدهم به جهادا كبيرا,سورة الفرقان,7
25,53,وهو الذي مرج البحرين هٰذا عذب فرات وهٰذا ملح اجاج وجعل بينهما برزخا وحجرا محجورا,سورة الفرقان,20
25,54,وهو الذي خلق من الماء بشرا فجعله نسبا وصهرا وكان ربك قديرا,سورة الفرقان,5
25,55,ويعبدون من دون الله ما لا ينفعهم ولا يضرهم وكان الكافر علىٰ ربه ظهيرا,سورة الفرقان,44
25,56,وما ارسلنٰك الا مبشرا ونذيرا,سورة الفرقان,31
25,57,قل ما اسلكم عليه من اجر الا من شاء ان يتخذ الىٰ ربه سبيلا,سورة الفرقان,19
25,58,وتوكل على الحي الذي لا يموت وسبح بحمده وكفىٰ به بذنوب عباده خبيرا,سورة الفرقان,41
25,59,الذي خلق السمٰوٰت والارض وما بينهما في ستة ايام ثم استوىٰ على العرش الرحمٰن فسل به خبيرا,سورة الفرقان,66
25,60,واذا قيل لهم اسجدوا للرحمٰن قالوا وما الرحمٰن انسجد لما تامرنا وزادهم نفورا,سورة الفرقان,54
25,61,تبارك الذي جعل في السماء بروجا وجعل فيها سرٰجا وقمرا منيرا,سورة الفرقان,38
25,62,وهو الذي جعل اليل والنهار خلفة لمن اراد ان يذكر او اراد شكورا,سورة الفرقان,49
25,63,وعباد الرحمٰن الذين يمشون على الارض هونا واذا خاطبهم الجٰهلون قالوا سلٰما,سورة الفرقان,54
25,64,والذين يبيتون لربهم سجدا وقيٰما,سورة الفرقان,0
25,65,والذين يقولون ربنا اصرف عنا عذاب جهنم ان عذابها كان غراما,سورة الفرقان,43
25,66,انها ساءت مستقرا ومقاما,سورة الفرقان,0
25,67,والذين اذا انفقوا لم يسرفوا ولم يقتروا وكان بين ذٰلك قواما,سورة الفرقان,11
25,68,والذين لا يدعون مع الله الٰها ءاخر ولا يقتلون النفس التي حرم الله الا بالحق ولا يزنون ومن يفعل ذٰلك يلق اثاما,سورة الفرقان,44
25,69,يضٰعف له العذاب يوم القيٰمة ويخلد فيه مهانا,سورة الفرقان,40
25,70,الا من تاب وءامن وعمل عملا صٰلحا فاولٰئك يبدل الله سياتهم حسنٰت وكان الله غفورا رحيما,سورة الفرقان,32
25,71,ومن تاب وعمل صٰلحا فانه يتوب الى الله متابا,سورة الفرقان,3
25,72,والذين لا يشهدون الزور واذا مروا باللغو مروا كراما,سورة الفرقان,54
25,73,والذين اذا ذكروا بايٰت ربهم لم يخروا عليها صما وعميانا,سورة الفرقان,11
25,74,والذين يقولون ربنا هب لنا من ازوٰجنا وذريٰتنا قرة اعين واجعلنا للمتقين اماما,سورة الفرقان,0
25,75,اولٰئك يجزون الغرفة بما صبروا ويلقون فيها تحية وسلٰما,سورة الفرقان,63
25,76,خٰلدين فيها حسنت مستقرا ومقاما,سورة الفرقان,38
